"Hydraulic data input file for inSALMO, Clear Creek site Restoration 3C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Created from Clear Creek River2D data, from J. White 12/4/2012",,,,12/4/2012 8:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flows,1.42,,2.12,,2.83,,3.54,,4.25,,4.96,,5.66,,6.37,,7.08,,7.79,,8.5,,9.91,,11.33,,12.74,,14.16,,15.57,,16.99,,18.41,,19.82,,21.24,,22.65,,24.07,,25.5,,56.63,,141.6,,1416,
poly-id,depth@50,veloc@50,depth@075,veloc@075,depth@100,veloc@100,depth@125,veloc@125,depth@150,veloc@150,depth@175,veloc@175,depth@200,veloc@200,depth@225,veloc@225,depth@250,veloc@250,depth@275,veloc@275,depth@300,veloc@300,depth@350,veloc@350,depth@400,veloc@400,depth@450,veloc@450,depth@500,veloc@500,depth@550,veloc@550,depth@600,veloc@600,depth@650,veloc@650,depth@700,veloc@700,depth@750,veloc@750,depth@800,veloc@800,depth@850,veloc@850,depth@900,veloc@900,depth@2000,veloc@2000,depth@5000,veloc@5000,depth@50000,veloc@50000
1,0.005582657,0.000199123,0.009001831,0.00401512,0.040092785,0.010941323,0.079761854,0.014043024,0.113436537,0.018093203,0.151846933,0.024011984,0.187162083,0.038429194,0.215094925,0.073031097,0.245073548,0.200069674,0.273459517,0.402690792,0.303056545,0.509203648,0.351875109,0.613949147,0.396280741,0.695975068,0.440902325,0.802282659,0.480708344,0.906920636,0.523638339,0.983347341,0.562199136,1.039042968,0.601920899,1.115744804,0.637987155,1.175529434,0.674930085,1.233488985,0.71386825,1.301447564,0.749291279,1.36036822,0.78634868,1.421688978,1.356623808,2.402245654,2.553841614,3.463771255,13.41387816,7.036418411
2,0.047647037,0.007750102,0.092306455,0.056189809,0.154595301,0.093365892,0.205689799,0.177520245,0.246685098,0.243019005,0.291713872,0.284230121,0.333290147,0.32281634,0.366166622,0.369277148,0.401714922,0.477914192,0.435568654,0.628849855,0.465800273,0.715808513,0.514796429,0.825032918,0.559483797,0.916783814,0.60403417,1.008892995,0.642946158,1.090154154,0.68705831,1.16411095,0.727184754,1.212874207,0.768410716,1.28265653,0.805742034,1.338111488,0.840846422,1.393405483,0.879021178,1.457365921,0.91399645,1.510120886,0.950702846,1.565218352,1.511096579,2.517150148,2.691555049,3.573074114,13.48824188,7.248586827
3,0.265232047,0.094636358,0.341081546,0.252944813,0.408017032,0.446874055,0.462917711,0.533525309,0.504885156,0.595442959,0.550013694,0.661824877,0.591555442,0.721496047,0.624435191,0.771920181,0.659767056,0.838289837,0.693113756,0.9116884,0.723436875,0.97466046,0.772342758,1.087303554,0.816820737,1.190913756,0.861320306,1.294730038,0.900889936,1.382166493,0.94407273,1.447737714,0.982902183,1.502963992,1.022862505,1.577129592,1.059280154,1.638272283,1.096113778,1.69485936,1.135051128,1.754973031,1.170413105,1.807288691,1.207405025,1.861643011,1.775125264,2.769061356,2.967225757,3.747421179,13.79517337,7.156238611
4,0.542364769,0.465387565,0.62211797,0.570496465,0.689750256,0.668007821,0.744709402,0.765709223,0.786742306,0.839405878,0.831917201,0.920100245,0.873517466,0.993807619,0.906420891,1.052956538,0.94170204,1.117961558,0.975071433,1.178396674,1.005497197,1.239194101,1.054530704,1.358152045,1.0991218,1.46975563,1.143611938,1.581178802,1.183023,1.673559892,1.226579735,1.746052955,1.265739556,1.808800224,1.305961859,1.886560888,1.342680327,1.951448725,1.379413104,2.00945887,1.41838792,2.067839439,1.453702868,2.118776174,1.49064146,2.171564488,2.055846468,3.035456468,3.243113033,3.969745137,14.03692968,7.269489057
5,0.812144839,0.490335209,0.891825277,0.597481231,0.959521538,0.699320964,1.01451455,0.801399889,1.056607755,0.878291695,1.101848083,0.962539746,1.143498544,1.04008587,1.176424038,1.102281971,1.211650862,1.169637501,1.244958259,1.230231318,1.275412191,1.292575382,1.324502555,1.415168269,1.369144176,1.530001227,1.41359942,1.644631525,1.453020425,1.739196687,1.496704943,1.815420176,1.53591886,1.883006877,1.576184706,1.963648921,1.613010575,2.031563721,1.649907738,2.091045003,1.688982227,2.149976797,1.724349546,2.201818419,1.761332758,2.255580417,2.326874218,3.122145046,3.513111143,4.061248485,14.29131646,7.323173533
6,0.882015672,0.484256368,0.961710268,0.59477718,1.029347963,0.697645325,1.084182881,0.801900801,1.126237132,0.880127782,1.171394872,0.966011783,1.212927464,1.045526627,1.245757415,1.109115968,1.28091822,1.176538427,1.314066158,1.236589066,1.344348147,1.2999023,1.393112242,1.424202069,1.437437884,1.54056353,1.481668672,1.655782782,1.520948467,1.75032082,1.564539203,1.829812677,1.603568847,1.901088762,1.64357103,1.984128639,1.680200287,2.054767407,1.716932054,2.115584506,1.755817807,2.175541302,1.79103188,2.228373824,1.82786379,2.283202305,2.391331711,3.162075957,3.581201755,4.102596354,14.38798538,7.291053243
7,0.813784151,0.460728939,0.893463738,0.577118275,0.961139022,0.677753352,1.015950121,0.781072905,1.058033712,0.859219031,1.103240276,0.944214136,1.144750126,1.023701521,1.177527019,1.087525232,1.212540315,1.155141598,1.245583822,1.214072697,1.275835991,1.276572085,1.324510144,1.399482319,1.368736806,1.514946639,1.412769209,1.629856346,1.451967478,1.723364281,1.495599015,1.80417132,1.534507362,1.877643637,1.574385695,1.961497953,1.610999413,2.033210111,1.647912741,2.093172958,1.686809161,2.15308341,1.722045107,2.206047144,1.758895472,2.261203611,2.323581609,3.145974542,3.513351456,4.105578147,14.32899641,7.290216835
8,0.815980183,0.44267977,0.895713706,0.548099806,0.9631946,0.649089451,1.018140113,0.747327057,1.060233079,0.822568664,1.105349461,0.905637126,1.14701815,0.981609324,1.179996931,1.042253825,1.215297005,1.106448139,1.248575792,1.16344786,1.278966084,1.224418942,1.327961793,1.343545987,1.372520677,1.455453985,1.416910705,1.567140808,1.456121202,1.660199263,1.500323927,1.735857973,1.54020361,1.803498658,1.580791862,1.882965518,1.617841808,1.951996231,1.654205778,2.015190721,1.693100235,2.075421918,1.728200141,2.129308795,1.764901865,2.18538062,2.32120175,3.091672919,3.504609753,4.067598011,14.24015148,7.379596584
