"Hydraulic data input file for inSALMO, Clear Creek, ACID Glide site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by C. Pilkington from Clear Creek River2D data,,,,9/13/2012 13:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flows,1.42,,2.12,,2.83,,3.54,,4.25,,4.96,,5.66,,6.37,,7.08,,7.79,,8.5,,9.91,,11.33,,12.74,,14.16,,15.57,,16.99,,18.41,,19.82,,21.24,,22.65,,24.07,,25.5,,56.63,,141.6,,1416,
poly-id,depth@50,veloc@50,depth@075,veloc@075,depth@100,veloc@100,depth@125,veloc@125,depth@150,veloc@150,depth@175,veloc@175,depth@200,veloc@200,depth@225,veloc@225,depth@250,veloc@250,depth@275,veloc@275,depth@300,veloc@300,depth@350,veloc@350,depth@400,veloc@400,depth@450,veloc@450,depth@500,veloc@500,depth@550,veloc@550,depth@600,veloc@600,depth@650,veloc@650,depth@700,veloc@700,depth@750,veloc@750,depth@800,veloc@800,depth@850,veloc@850,depth@900,veloc@900,depth@2000,veloc@2000,depth@5000,veloc@5000,depth@50000,veloc@50000
1,-0.014693058,0,0.017301013,0,0.041469594,0,0.061754968,0,0.080884977,0,0.097844648,0,0.113230605,0,0.127813556,0,0.152061696,0,0.17900583,0.114415496,0.204965061,0.143574519,0.25371312,0.1780231,0.298105927,0.247587853,0.338550893,0.282965662,0.3785629,0.336325763,0.414787429,0.35655806,0.448933563,0.410305917,0.481349209,0.475721689,0.512096241,0.562983702,0.543802389,0.612545536,0.573999531,0.635589782,0.602672812,0.650153677,0.630432108,0.66948263,1.083182444,1.291906735,2.104478429,2.183599334,9.864768569,5.561593319
2,0.257666595,0.067652696,0.290216881,0.119490765,0.315243669,0.163923057,0.33576434,0.198083163,0.354611921,0.226358314,0.371250624,0.265813561,0.386399145,0.299539697,0.400879489,0.3308615,0.425519638,0.35458592,0.452918079,0.37849173,0.479220176,0.396481659,0.52836672,0.440385811,0.572899412,0.497268104,0.613320501,0.540119525,0.653258926,0.578268337,0.689337447,0.618452274,0.723311993,0.66292817,0.755580067,0.717737161,0.786107085,0.778039538,0.817604915,0.810512223,0.84760895,0.835893436,0.876080088,0.856299387,0.903656686,0.880705524,1.352990294,1.45436503,2.372812222,2.253711337,10.14833927,5.495999281
3,0.531013933,0.102548563,0.563775922,0.184809539,0.588926617,0.244164232,0.609514194,0.287651178,0.628403042,0.329370509,0.645111608,0.38560265,0.660348186,0.432417383,0.674895608,0.474786338,0.699550576,0.501365836,0.726915136,0.524234262,0.753152238,0.544927883,0.802115676,0.59315147,0.846710625,0.642693421,0.887171613,0.689221325,0.927070145,0.735739124,0.963063027,0.781682533,0.996998996,0.82588718,1.029247236,0.87092957,1.060009872,0.913472498,1.091492388,0.944240387,1.121347243,0.976321219,1.149659168,1.004034217,1.177068087,1.033067951,1.621458074,1.607548725,2.624450393,2.411684457,10.17176787,5.970206208
4,0.545824005,0.050559119,0.578616806,0.089756711,0.603791541,0.121968229,0.624458093,0.145116059,0.643479253,0.166441198,0.660368732,0.197226073,0.675779902,0.224289319,0.690520583,0.250056879,0.715389687,0.276905007,0.743014324,0.296529381,0.769450654,0.311717398,0.818514228,0.342895622,0.863167004,0.398172809,0.903805863,0.440333591,0.943980366,0.476248572,0.980339859,0.518075919,1.01459485,0.56261734,1.046617462,0.614198175,1.077176738,0.676232324,1.108219916,0.718338239,1.137982212,0.745347824,1.166187471,0.76772638,1.193441378,0.792665923,1.629266103,1.456520601,2.585206894,2.524257982,9.594476772,6.977575234
5,0.662379167,0.120189548,0.695144553,0.203422058,0.720272254,0.269519291,0.740842118,0.318283073,0.759723602,0.36476888,0.77643239,0.427320362,0.791679316,0.479577615,0.806237812,0.52744558,0.83090337,0.558648377,0.858269615,0.585458858,0.884494594,0.611226068,0.933362864,0.668907326,0.977723074,0.725537647,1.018049981,0.779006017,1.057869976,0.832228941,1.093844119,0.881933319,1.127787407,0.927725116,1.16003885,0.971572684,1.190599939,1.013546564,1.222030326,1.046034254,1.251790681,1.082912776,1.280014956,1.115109344,1.307372342,1.147174419,1.748978293,1.731854816,2.747078139,2.521078873,10.21720426,6.192794479
6,0.574468201,0.187614957,0.607105566,0.2694371,0.632113469,0.336823011,0.65263417,0.381123792,0.671476092,0.420903772,0.688095227,0.478690658,0.703274383,0.525140304,0.717779633,0.566079974,0.742454938,0.583650361,0.769804754,0.598225109,0.795994081,0.614007359,0.844703973,0.660691354,0.888852462,0.711523727,0.929058661,0.760088834,0.968745224,0.81072104,1.004606324,0.859957674,1.038408246,0.905701452,1.070584988,0.94920409,1.100825618,0.993147771,1.132482474,1.023206487,1.162140379,1.060599088,1.19026996,1.093697617,1.217564451,1.126359534,1.656257762,1.730813266,2.648774975,2.560657572,10.01855933,6.493983016
7,0.72756033,0.251112826,0.759690798,0.337133312,0.784201352,0.418764314,0.804441859,0.485446825,0.823054495,0.542011132,0.839201374,0.613077628,0.853994632,0.668290782,0.868228881,0.716425744,0.893092415,0.733597524,0.920707415,0.741086727,0.947137548,0.749603165,0.995829712,0.784854641,1.039782483,0.827216857,1.079866288,0.867527539,1.119373703,0.910828262,1.154821326,0.956797876,1.188185196,0.99987098,1.219938882,1.041934552,1.249484324,1.086398707,1.281427646,1.110766408,1.311003283,1.143780683,1.339033568,1.173048511,1.366227276,1.202050684,1.799608894,1.784199993,2.773907408,2.647023049,9.791910833,7.082582325
8,0.757422123,0.149950564,0.789927055,0.231075035,0.814805435,0.295670443,0.835281909,0.337414211,0.854120054,0.375262835,0.870662026,0.431270036,0.885780489,0.47720494,0.900285506,0.51747712,0.925174929,0.536037369,0.952797629,0.551524156,0.979281583,0.567339275,1.028310344,0.615283241,1.072627955,0.668061192,1.112835099,0.719617974,1.152571954,0.771225547,1.188289784,0.822440363,1.222118084,0.868326964,1.253959751,0.915613541,1.284318198,0.958728129,1.314825542,0.99976274,1.344353237,1.037557578,1.372373806,1.070727789,1.399434312,1.104568077,1.83217703,1.732589436,2.790576328,2.669636362,9.474923177,7.451339279
