Hydraulic data input file for inSALMO,Clear Creek site Lower Renshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created from USFWS River2D data,From J. White 11/16/2012,,,11/16/2012 15:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flows,1.42,,2.12,,2.83,,3.54,,4.25,,4.96,,5.66,,6.37,,7.08,,7.79,,8.5,,9.91,,11.33,,12.74,,14.16,,15.57,,16.99,,18.41,,19.82,,21.24,,22.65,,24.07,,25.5,,56.63,,141.6,,1416,
poly-id,depth@50,veloc@50,depth@075,veloc@075,depth@100,veloc@100,depth@125,veloc@125,depth@150,veloc@150,depth@175,veloc@175,depth@200,veloc@200,depth@225,veloc@225,depth@250,veloc@250,depth@275,veloc@275,depth@300,veloc@300,depth@350,veloc@350,depth@400,veloc@400,depth@450,veloc@450,depth@500,veloc@500,depth@550,veloc@550,depth@600,veloc@600,depth@650,veloc@650,depth@700,veloc@700,depth@750,veloc@750,depth@800,veloc@800,depth@850,veloc@850,depth@900,veloc@900,depth@2000,veloc@2000,depth@5000,veloc@5000,depth@50000,veloc@50000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12E-05,4.27E-06,0.000245302,1.41E-05,0.000509164,3.82E-05,0.001387288,0.002789761,0.002738429,0.000454134,0.004275703,0.000560032,0.005638172,0.000712187,0.006948872,0.00110969,0.008579464,0.00287529,0.012820535,0.006583026,0.016622136,0.008969015,0.024153897,0.021041227,0.032317567,0.0297965,0.051431792,0.039861731,0.809180015,1.017773245,1.669340425,1.58992768,7.580517458,4.179371859
2,0.424538583,0.056207974,0.459040405,0.080190772,0.490403879,0.100822782,0.516227867,0.121762,0.540377903,0.137863564,0.566300352,0.156154564,0.587355789,0.171459265,0.607595332,0.186674133,0.627144146,0.201346293,0.646196481,0.216307048,0.664596699,0.231797791,0.69976497,0.268089486,0.7330407,0.318139127,0.764873716,0.367396912,0.797555566,0.421129981,0.82608727,0.471680579,0.853025745,0.512952965,0.878884715,0.545000407,0.903812773,0.572303577,0.927849011,0.597161606,0.952708619,0.622534132,0.975359975,0.645907552,0.9975393,0.672386468,1.397669733,1.097290264,2.140159835,1.825767636,7.703751576,5.129413268
3,0.194747612,0.02025113,0.2190437,0.030884714,0.242924174,0.045665671,0.263712837,0.070888972,0.284184146,0.063070535,0.306573959,0.067603249,0.32492268,0.072248836,0.342561728,0.076822539,0.359596055,0.081475041,0.376242238,0.088338284,0.392424968,0.091891736,0.423316111,0.103611391,0.452679006,0.122738587,0.480520134,0.144384097,0.509742208,0.179919404,0.535941689,0.237328757,0.561064652,0.293371292,0.585312014,0.334663377,0.608844066,0.360080897,0.63155594,0.380736049,0.655057485,0.402581243,0.676516318,0.432622291,0.697777662,0.451621467,1.094253507,1.002797177,1.830771679,1.73054598,7.107911089,5.346369145
4,0.577736043,0.077319479,0.612409507,0.116457053,0.643983554,0.148523541,0.669962101,0.176919661,0.6941286,0.200866353,0.720015197,0.22611343,0.741023985,0.24675345,0.761212665,0.266576368,0.780709178,0.285217573,0.79970633,0.303641346,0.81805228,0.321921147,0.853106414,0.35950362,0.886103645,0.403501008,0.917190856,0.443813344,0.948756736,0.487296158,0.97658746,0.530956838,1.003079723,0.570042076,1.028656851,0.602083044,1.053401806,0.6307736,1.07726172,0.657313428,1.101947697,0.684124563,1.124446727,0.708285223,1.146543499,0.734531681,1.548004022,1.130764141,2.286181058,1.861472495,7.582060993,5.58161632
5,0.741579176,0.116261984,0.77628793,0.157811408,0.807890844,0.192351722,0.833911997,0.226389367,0.858124716,0.257449953,0.884069245,0.289964879,0.905128945,0.316629352,0.925373863,0.342178247,0.944926287,0.366556801,0.963985117,0.390252517,0.982403891,0.413346694,1.017668351,0.457053824,1.050980718,0.496205835,1.082358331,0.533985172,1.11422079,0.571852485,1.142251952,0.604722763,1.168924574,0.636686818,1.194637815,0.667472325,1.219526701,0.697169292,1.243543153,0.726202381,1.268376302,0.756050716,1.290987666,0.782617182,1.313175378,0.810602552,1.714899076,1.243196258,2.457233063,1.996617363,7.7997107,5.859908335
6,0.650238811,0.138555392,0.684930506,0.18862075,0.716520699,0.230641296,0.74252073,0.272090209,0.76671208,0.310674059,0.792629923,0.351536134,0.813667984,0.384863274,0.833897405,0.416096985,0.853436083,0.445963542,0.87248453,0.47413029,0.89089874,0.501068533,0.926179965,0.551438215,0.959516951,0.595804668,0.990931689,0.638798997,1.022829103,0.681596511,1.05086003,0.719194129,1.077520961,0.755253313,1.103223303,0.790956724,1.128086597,0.825796572,1.152073491,0.860283928,1.17686972,0.895981162,1.199443316,0.927321647,1.221594373,0.956934844,1.622205824,1.445576877,2.364620307,2.227865799,7.747500998,6.209476292
7,0.562498752,0.131970573,0.597159091,0.184633163,0.628734003,0.230363563,0.654697348,0.275733276,0.678846951,0.318225738,0.704713785,0.363834805,0.725707962,0.401401276,0.745900012,0.436872678,0.76540304,0.470650752,0.784419219,0.502348413,0.802804286,0.532643639,0.838041068,0.589280227,0.871333786,0.640142676,0.902702316,0.689406491,0.934556822,0.738122536,0.962546707,0.780877762,0.989175827,0.821573564,1.014840143,0.861971529,1.039663469,0.90133842,1.063577867,0.940458715,1.088280326,0.981426987,1.110759447,1.017565313,1.132824145,1.05001143,1.532409437,1.584942574,2.272249281,2.403361727,7.640703707,6.423587845
8,0.433562855,0.089968835,0.468168909,0.134243542,0.499746696,0.172811159,0.525671382,0.212403233,0.549773601,0.250344156,0.575581202,0.291946989,0.596520973,0.327036048,0.616664007,0.36040857,0.636122507,0.392426827,0.65509517,0.423399007,0.673438511,0.453275908,0.708592318,0.509217359,0.741803031,0.560340614,0.773093266,0.610371172,0.804882428,0.659920399,0.832833715,0.703268676,0.859449327,0.74462585,0.885091968,0.785803335,0.909885925,0.826056327,0.933725853,0.866399841,0.958318246,0.90899148,0.98068348,0.947473416,1.002636136,0.983057049,1.401614987,1.556355622,2.136381718,2.446834641,7.451050332,6.564494259
