		629	959.855	1575.072
	968.2374878	1585.942505	
	956.1210938	1561.138489	
	956.725708	1573.856689	
	957.1564941	1582.915894	
	968.2374878	1585.942505	
END
		630	965.969	1568.871
	958.2744751	1561.180725	
	956.1210938	1561.138489	
	968.2374878	1585.942505	
	972.803894	1570.452087	
	968.4224854	1561.379272	
	962.5703125	1561.264893	
	960.2994995	1561.220276	
	958.2744751	1561.180725	
END
		628	953.555	1577.96
	956.725708	1573.856689	
	949.4057007	1571.609131	
	950.5805054	1581.11969	
	957.1564941	1582.915894	
	956.725708	1573.856689	
END
		627	947.049	1576.127
	949.4057007	1571.609131	
	943.2785034	1569.727722	
	944.5844727	1579.481873	
	950.5805054	1581.11969	
	949.4057007	1571.609131	
END
		626	929.309	1571.432
	943.2785034	1569.727722	
	909.1837158	1561.113708	
	910.651123	1570.213501	
	944.5844727	1579.481873	
	943.2785034	1569.727722	
END
		624	950.496	1567.221
	956.725708	1573.856689	
	946.9265137	1558.716675	
	948.0292969	1564.451477	
	949.4057007	1571.609131	
	956.725708	1573.856689	
END
		625	953.106	1563.436
	956.1210938	1561.138489	
	946.9265137	1558.716675	
	956.725708	1573.856689	
	956.1210938	1561.138489	
END
		623	945.582	1567.722
	948.0292969	1564.451477	
	940.5856934	1562.740479	
	943.2785034	1569.727722	
	949.4057007	1571.609131	
	948.0292969	1564.451477	
END
		622	972.193	1563.959
	972.803894	1570.452087	
	975.5848999	1561.018127	
	969.6251221	1561.318726	
	968.4224854	1561.379272	
	972.803894	1570.452087	
END
		621	893.584	1561.284
	909.1837158	1561.113708	
	864.555481	1549.838318	
	862.3640747	1557.024475	
	910.651123	1570.213501	
	909.1837158	1561.113708	
END
		620	909.476	1557.86
	940.5856934	1562.740479	
	866.7481079	1542.648499	
	864.555481	1549.838318	
	909.1837158	1561.113708	
	943.2785034	1569.727722	
	940.5856934	1562.740479	
END
		619	943.618	1560.924
	946.9265137	1558.716675	
	938.1433105	1556.40332	
	940.5856934	1562.740479	
	948.0292969	1564.451477	
	946.9265137	1558.716675	
END
		618	910.844	1551.886
	938.1433105	1556.40332	
	868.1738892	1537.973511	
	866.7481079	1542.648499	
	940.5856934	1562.740479	
